"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name","gene_id"
1881.30350266427,0.849437458821442,0.0454218437666408,18.7010783442766,4.85136401190924e-78,6.58233069135846e-74,"PER1","ENSG00000179094.15_4"
2440.88838069773,0.617066564481889,0.0335784022368643,18.3768888146929,2.01181243054187e-75,1.3648135528796e-71,"JUN","ENSG00000177606.6_2"
1215.00319019608,1.1945321179703,0.0668800024353364,17.860826472386,2.3808766255049e-71,1.07679113516168e-67,"RRM2","ENSG00000171848.14_4"
2382.14450801645,0.652954072443275,0.0375258705121449,17.4001046086846,8.23523984625477e-68,2.79339335584962e-64,"JUNB","ENSG00000171223.5_2"
1016.81224575323,1.02047500227436,0.0622631996281982,16.3896974194722,2.26569571421074e-60,6.14819189008225e-57,"DUSP1","ENSG00000120129.5_2"
1967.67973177215,0.632431681302027,0.040235509269009,15.7182472097887,1.13418170219256e-55,2.56476288922478e-52,"LDLR","ENSG00000130164.13_4"
2471.47155578427,1.71712685274648,0.109901706366122,15.6242055698946,4.98090836614194e-55,9.65442353025912e-52,"EGR1","ENSG00000120738.7_2"
642.700461864828,0.832873509072875,0.0594694343997206,14.0050686117975,1.45139487625032e-44,2.46156571012055e-41,"CDK1","ENSG00000170312.15_2"
439.26033338648,0.900074426385937,0.0656541140053019,13.7093377928038,8.92688402890362e-43,1.34577736115738e-39,"CYR61","ENSG00000142871.16_3"
3762.35722277742,-0.97836782961169,0.0717637291496778,-13.6331798974814,2.5425542940638e-42,3.44973766618576e-39,"CYP1B1","ENSG00000138061.11_3"
1433.11619246891,0.56412267972357,0.0429755478806558,13.1265965774341,2.31844403718085e-39,2.8596953360427e-36,"HIST2H2BE","ENSG00000184678.10_2"
760.524606413396,0.670042868160364,0.051374121006089,13.0424200947584,7.01930662733019e-39,7.93649602663467e-36,"HIST1H2AG","ENSG00000196787.3_2"
1767.38979279941,0.474090475967617,0.0373962282873204,12.6774944340674,7.88110474070783e-37,8.22544839399414e-34,"PPP1R15A","ENSG00000087074.7_3"
1754.03028744739,0.443145890147758,0.0363909833959769,12.1773540804272,4.10380277589914e-34,3.97717114738568e-31,"H1FX","ENSG00000184897.5_2"
267.96624129323,1.05235284980575,0.0892599686210881,11.7897515096944,4.40839794131711e-32,3.98754288451937e-29,"HIST1H2AH","ENSG00000274997.1_2"
632.222487177851,0.638150614084269,0.0553164560257021,11.5363611469932,8.65079060918907e-31,7.33587043659233e-28,"WEE1","ENSG00000166483.10_3"
991.897559368784,0.52987649896712,0.0469183441862185,11.2935890675094,1.4115265670212e-29,1.12656426243198e-26,"PAG1","ENSG00000076641.4_2"
1380.82355832175,0.463257368192725,0.0421162708744203,10.999486862786,3.84312553348834e-28,2.89686262435388e-25,"PFKFB4","ENSG00000114268.11_3"
2221.99358103946,0.383285558787093,0.035012304803573,10.9471673155313,6.85581558711668e-28,4.89577399399995e-25,"NFKBIZ","ENSG00000144802.11_3"
589.41009743845,0.573231696696378,0.055270779459146,10.3713336831099,3.34818763357587e-25,2.27141049061787e-22,"HIST2H2AC","ENSG00000184260.5_2"
487.654496236565,0.947563941073574,0.0931577542185684,10.1716056706389,2.65495455162264e-24,1.71535349316267e-21,"DEPDC1","ENSG00000024526.16_3"
4458.52946084331,0.319441544658977,0.0323488127529049,9.87490783971016,5.34821002875764e-23,3.29838698500835e-20,"TNFAIP2","ENSG00000185215.8_3"
1309.78890633246,0.390897912675937,0.0402332529824126,9.71579188107939,2.58233873837087e-22,1.52335530444417e-19,"FKBP10","ENSG00000141756.18_4"
5299.96848300389,0.312263490163636,0.0327126207916726,9.54565799396686,1.35246292318521e-21,7.64592372574039e-19,"MCL1","ENSG00000143384.12_3"
849.864150215485,0.445759799897352,0.0471098693969985,9.46213193971946,3.01727527728953e-21,1.63753563849058e-18,"CD68","ENSG00000129226.13_3"
1954.2946990546,-0.305291841593531,0.0350502095412478,-8.71012885769649,3.03529551845697e-18,1.58395729209324e-15,"LUC7L3","ENSG00000108848.15_4"
2127.18096019919,0.361456107482361,0.0415457340714409,8.70019787978259,3.31305954087364e-18,1.66487377224346e-15,"XXbac-BPG116M5.17","ENSG00000244255.5_5"
522.646935542264,0.50454046915741,0.0580549780537216,8.69073567972983,3.60099959296576e-18,1.74494151704855e-15,"ALDH6A1","ENSG00000119711.12_3"
1175.66857693354,0.34607435245541,0.0403545194057075,8.57585116988069,9.83566667013622e-18,4.60173535794511e-15,"ANGPTL4","ENSG00000167772.11_3"
5035.43802573915,0.276857513553074,0.0326874321222476,8.46984591868994,2.45717850445439e-17,1.11129993161457e-14,"TXNIP","ENSG00000265972.5_2"
1035.70473179633,0.635332553661189,0.0756530328148099,8.39797864041236,4.54229791805403e-17,1.98806123071474e-14,"TM4SF1","ENSG00000169908.11_3"
409.282797745935,0.551377223385323,0.0659239859044597,8.36383322125586,6.07127272312285e-17,2.57421963460409e-14,"HIST1H2AM","ENSG00000278677.1_3"
940.783608563705,0.383388509167677,0.0471191863199908,8.13656896713049,4.06637247410244e-16,1.67189520389763e-13,"MUC1","ENSG00000185499.16_4"
408.746277185679,0.533970422897119,0.0662585780251944,8.05888744992505,7.69919448137887e-16,3.07243149186319e-13,"NCAPH","ENSG00000121152.9_4"
